"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total","Perc_Major","Perc_Minor"
"Arnold D. Robbins","2017-10-01","Major",5,0,5,100,0
"Arnold D. Robbins","2017-11-01","Major",5,0,5,100,0
"John Malmberg","2017-11-01","Major",5,0,5,100,0
"Arnold D. Robbins","2017-12-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-01-01","Major",5,0,5,100,0
"Andrew J. Schorr","2018-02-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-02-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-03-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-04-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-05-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-06-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-07-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-08-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-09-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-10-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-11-01","Major",5,0,5,100,0
"Andrew J. Schorr","2018-12-01","Major",5,0,5,100,0
"Arnold D. Robbins","2018-12-01","Major",5,0,5,100,0
"Andrew J. Schorr","2019-01-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-01-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-02-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-03-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-04-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-05-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-06-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-07-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-08-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-09-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-10-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-11-01","Major",5,0,5,100,0
"Arnold D. Robbins","2019-12-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-01-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-02-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-03-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-04-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-05-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-06-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-07-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-08-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-09-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-10-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-11-01","Major",5,0,5,100,0
"Arnold D. Robbins","2020-12-01","Major",5,0,5,100,0
"Arnold D. Robbins","2021-01-01","Major",5,0,5,100,0
