"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total"
"2011-08-01","Stefan Buhler","Misto",0,0,2,2
"2011-10-01","Thomas Porzelt","Misto",0,0,2,2
"2011-11-01","Stefan Buhler","Misto",0,0,2,2
"2011-11-01","Thomas Porzelt","Misto",0,0,2,2
"2011-12-01","Stefan Buhler","Misto",0,0,2,2
"2011-12-01","Thomas Porzelt","Misto",0,0,2,2
"2012-01-01","Stefan Buhler","Misto",0,0,2,2
"2012-03-01","Stefan Buhler","Misto",0,0,2,2
"2012-04-01","Stefan Buhler","Misto",0,0,2,2
"2012-06-01","Stefan Buhler","Misto",0,0,2,2
"2012-10-01","Stefan Buhler","Misto",0,0,2,2
"2012-12-01","Stefan Buhler","Misto",0,0,2,2
"2013-01-01","Stefan Buhler","Misto",0,0,2,2
"2013-04-01","Stefan Buhler","Misto",0,0,2,2
"2013-05-01","Stefan Buhler","Misto",0,0,2,2
"2013-06-01","Stefan Buhler","Misto",0,0,2,2
"2013-07-01","Stefan Buhler","Misto",0,0,2,2
"2013-08-01","Stefan Buhler","Misto",0,0,2,2
"2013-09-01","Stefan Buhler","Misto",0,0,2,2
"2013-12-01","Stefan Buhler","Misto",0,0,2,2
"2014-01-01","Stefan Buhler","Misto",0,0,2,2
"2014-02-01","Stefan Buhler","Misto",0,0,2,2
"2014-04-01","Stefan Buhler","Misto",0,0,2,2
"2014-05-01","Stefan Buhler","Misto",0,0,2,2
"2014-06-01","Stefan Buhler","Misto",0,0,2,2
"2014-11-01","Stefan Buhler","Misto",0,0,2,2
"2014-12-01","Stefan Buhler","Misto",0,0,2,2
"2015-01-01","Stefan Buhler","Misto",0,0,2,2
"2015-06-01","Stefan Buhler","Misto",0,0,2,2
"2015-08-01","Stefan Buhler","Misto",0,0,2,2
"2015-12-01","Stefan Buhler","Misto",0,0,2,2
"2016-08-01","Stefan Buhler","Misto",0,0,2,2
"2016-10-01","Stefan Buhler","Misto",0,0,2,2
"2017-01-01","Stefan Buhler","Misto",0,0,2,2
"2017-05-01","Stefan Buhler","Misto",0,0,2,2
"2017-07-01","Stefan Buhler","Misto",0,0,2,2
"2018-09-01","Stefan Buhler","Misto",0,0,2,2
"2019-08-01","Stefan Buhler","Misto",0,0,2,2
"2020-06-01","Stefan Buhler","Misto",0,0,2,2
