desenvolvedor,variabilidade,fa_geral,qtd_commits_geral,qtd_commits_dl,qtd_commits_ac,qtd_arquivos,arquivo,qtd_commits_arquivo,fa_arquivo,ownership_perc,ownership_n,ownership_geral,ownership_geral_n,ownership_arquivo,ownership_arquivo_n,ownership_arquivo_perc,ownership_rlm,ownership_rlm_n
Clang-Format,BYTEORDER == 4321,0,1.099,0.693,0.693,1,xmltok_ns.c,1,0,50.0,1.0,50.0,1.0,1,0.14285714285714285,4.0,0.9075700315670454,1.0
Greg Stein,BYTEORDER == 4321,1,1.099,0.693,0.693,1,xmltok_ns.c,1,1,50.0,1.0,50.0,1.0,2,0.2857142857142857,8.0,0.9075700315670454,1.0
James Clark,BYTE_ORDER == 21,1,1.792,1.946,0.0,2,xmltok.c,4,1,133.333,1.0,120.0,1.0,6,0.13043478260869565,0.6952491309385863,1.0665859667418565,1.0
James Clark,BYTE_ORDER == 21,1,1.792,1.946,0.0,2,xmltok_ns.c,2,1,100.0,1.0,120.0,1.0,4,0.5714285714285714,16.0,1.0665859667418565,1.0
Clark Cooper,COMPILED_FROM_DSP,1,2.565,1.386,2.303,5,xmlparse.c,1,1,25.0,1.0,25.0,0.75,41,0.29927007299270075,0.6371406371406372,0.7810113658478379,0.9673325760506916
Clark Cooper,COMPILED_FROM_DSP,1,2.565,1.386,2.303,5,xmlrole.c,1,1,50.0,1.0,25.0,0.75,1,0.043478260869565216,0.45045045045045046,0.7810113658478379,0.9673325760506916
Clark Cooper,COMPILED_FROM_DSP,1,2.565,1.386,2.303,5,xmltok.c,1,1,50.0,1.0,25.0,0.75,7,0.15217391304347827,0.8111239860950173,0.7810113658478379,0.9673325760506916
"Fred L. Drake, Jr.",COMPILED_FROM_DSP,0,2.565,1.099,2.398,5,xmlfile.c,1,1,50.0,1.0,16.667,0.5,15,0.32608695652173914,1.5723270440251573,0.7513700837708259,0.9306199505975717
"Fred L. Drake, Jr.",COMPILED_FROM_DSP,0,2.565,1.099,2.398,5,xmlparse.c,1,0,25.0,1.0,16.667,0.5,42,0.30656934306569344,0.6526806526806527,0.7513700837708259,0.9306199505975717
Karl Waclawek,COMPILED_FROM_DSP,0,2.565,1.386,2.303,5,xmlparse.c,1,0,25.0,1.0,25.0,0.75,43,0.31386861313868614,0.6682206682206682,0.7810113658478379,0.9673325760506916
Karl Waclawek,COMPILED_FROM_DSP,0,2.565,1.386,2.303,5,xmlwf.c,2,1,100.0,1.0,25.0,0.75,12,0.26666666666666666,2.2058823529411766,0.7810113658478379,0.9673325760506916
