desenvolvedor,arquivo,qtd_variabilidades,existencia,variabilidades,qtd_commits,commits,doa_a,doa_n,classificacao,autor
David Sommerseth,clinat.c,0,True,,4,"81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, 58716979640b5d8850b39820f91da616964398cc  -  2016-12-21 21:00:52+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 499794596deb16965164b611ff61c8609c6cd08e  -  2018-01-31 15:03:14+01:00",3.3738452103777945,0.8327399289994002,Generalista,Colaborador
James Yonan,clinat.c,1,True,(ENABLE_CLIENT_NAT),2,"581bef87088ed2c559f66552088166903cf0098d  -  2011-02-18 17:48:25+00:00, d02a86d37bed69ee3fb63d08913623a86c88da15  -  2011-03-17 04:55:47+00:00",4.051499265120773,1.0,Misto,Autor
Heiko Hund,common.c,0,True,,1,a24dd2e31f196c76594666f37c130817402acb15  -  2016-01-26 20:11:48+01:00,3.6455385165579544,0.9929896026461305,Generalista,Autor
Selva Nair,common.c,0,True,,7,"f3c8a04d60216d532f239c951a4694d7c1d5eaa8  -  2016-02-19 22:13:08-05:00, c098016a22e90575e9c3e7c27d7b457ed9d1b5d3  -  2016-11-23 22:35:27-05:00, b1263b06db40f21a8fd20e0efd0c12e37ce89a2c  -  2017-11-18 12:40:57-05:00, db04bca6729e9fe1ea60f0b3bd0329244a6ed611  -  2017-11-18 12:40:58-05:00, 7de0ee4f6f6f44fab48717e4cc2073ff4e8580f6  -  2018-02-21 00:38:30-05:00, 4eb465537ce06e07ee63c2fc93c7b192dd4e29de  -  2018-10-02 16:01:12-04:00, e1f7d7885752ac3a0279ecc7e31ccee2af40fbe4  -  2020-02-19 19:49:37-05:00",3.6712756174317236,1.0,Generalista,Colaborador
David Sommerseth,common_osx.c,0,True,,3,"81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 59e7e9fce8de6ea90d13baeaede83adc0b594e22  -  2017-07-25 15:03:14+02:00",3.5624997550402577,0.8667883648897243,Generalista,Colaborador
Vasily Kulikov,common_osx.c,0,True,,1,39e3d336d4eeab847a3395ddeb430e0a9ca387b9  -  2015-02-25 19:07:18+03:00,4.109999510080515,1.0,Generalista,Autor
David Sommerseth,comp-lz4.c,0,True,,5,"81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, 58716979640b5d8850b39820f91da616964398cc  -  2016-12-21 21:00:52+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 5f6225c32e41a922069964d9d59c2fcd6589f74c  -  2017-09-07 19:20:04+02:00, 499794596deb16965164b611ff61c8609c6cd08e  -  2018-01-31 15:03:14+01:00",3.4076909106750737,0.8284616027755496,Generalista,Colaborador
Gert Doering,comp-lz4.c,4,True,(ENABLE_LZ4),3,"40efb6359aff0e4805c0439acd6e899c687ef058  -  2014-01-01 22:57:58+01:00, 4308f2374361f56b2049ccc5884cddd58d24b1e3  -  2014-01-01 22:57:59+01:00, 672943fbef58c444913a6d378fbd532f9a0c8605  -  2014-01-10 17:25:41+01:00",4.113275617431723,1.0,Misto,Autor
Gert Doering,comp-lz4.c,,,HAVE_CONFIG_H,,,,,,Autor
Gert Doering,comp-lz4.c,,,defined(_MSC_VER),,,,,,Autor
Gert Doering,comp-lz4.c,,,(NEED_COMPAT_LZ4),,,,,,Autor
James Yonan,comp.c,7,True,(ENABLE_LZO),1,38d96bd7975e626d490b3d9f9514d81e070a5495  -  2012-09-18 08:33:34+02:00,3.7852756174317226,1.0,Misto,Autor
James Yonan,comp.c,,,(ENABLE_SNAPPY),,,,,,Autor
James Yonan,comp.c,,,ENABLE_LZO,,,,,,Autor
James Yonan,comp.c,,,ENABLE_SNAPPY,,,,,,Autor
James Yonan,comp.c,,,HAVE_CONFIG_H,,,,,,Autor
James Yonan,comp.c,,,USE_COMP,,,,,,Autor
James Yonan,comp.c,,,defined(_MSC_VER),,,,,,Autor
Alon Bar-Lev,compat-basename.c,3,True,HAVE_BASENAME,1,dc81e743989640cc681a40e69455cc9fc736ab9c  -  2012-02-29 22:12:14+02:00,4.202345455337537,1.0,Misto,Autor
Alon Bar-Lev,compat-basename.c,,,HAVE_CONFIG_H,,,,,,Autor
Alon Bar-Lev,compat-basename.c,,,defined(_MSC_VER),,,,,,Autor
David Sommerseth,compat-basename.c,0,True,,2,"81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00",3.3984997550402576,0.8087149881320945,Generalista,Colaborador
Alon Bar-Lev,compat-daemon.c,11,True,(HAVE_DUP) && (HAVE_DUP2),1,7b49c16761b4a11f1f0846cd46bd7194392efbfa  -  2012-02-29 22:12:16+02:00,4.109999510080515,1.0,Misto,Autor
Alon Bar-Lev,compat-daemon.c,,,(HAVE_FORK) && (HAVE_SETSID),,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_CONFIG_H,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_DAEMON,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_ERRNO_H,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_FCNTL_H,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_STDLIB_H,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_SYS_STAT_H,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_SYS_TYPES_H,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,HAVE_UNISTD_H,,,,,,Autor
Alon Bar-Lev,compat-daemon.c,,,defined(_MSC_VER),,,,,,Autor
Alon Bar-Lev,compat-dirname.c,2,True,HAVE_BASENAME,1,dc81e743989640cc681a40e69455cc9fc736ab9c  -  2012-02-29 22:12:14+02:00,4.109999510080515,1.0,Misto,Autor
Alon Bar-Lev,compat-dirname.c,,,HAVE_DIRNAME,,,,,,Autor
Alon Bar-Lev,compat-gettimeofday.c,5,True,HAVE_CONFIG_H,1,3d163bc544ab9dfc62d9a2c865f8abb865bf6eb3  -  2012-02-29 22:12:15+02:00,3.979845210377794,1.0,Misto,Autor
Alon Bar-Lev,compat-gettimeofday.c,,,HAVE_GETTIMEOFDAY,,,,,,Autor
Alon Bar-Lev,compat-gettimeofday.c,,,HAVE_TIME_H,,,,,,Autor
Alon Bar-Lev,compat-gettimeofday.c,,,WIN32,,,,,,Autor
Alon Bar-Lev,compat-gettimeofday.c,,,defined(_MSC_VER),,,,,,Autor
David Sommerseth,compat-gettimeofday.c,0,True,,4,"81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, 58716979640b5d8850b39820f91da616964398cc  -  2016-12-21 21:00:52+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 499794596deb16965164b611ff61c8609c6cd08e  -  2018-01-31 15:03:14+01:00",3.596345455337537,0.9036395299896971,Generalista,Colaborador
Alon Bar-Lev,compat-inet_ntop.c,4,True,HAVE_CONFIG_H,1,f106f64b1cc228b3b937ed15a1a45bc28edefed9  -  2012-02-29 22:12:17+02:00,4.038370430108653,1.0,Misto,Autor
Alon Bar-Lev,compat-inet_ntop.c,,,HAVE_INET_NTOP,,,,,,Autor
Alon Bar-Lev,compat-inet_ntop.c,,,WIN32,,,,,,Autor
Alon Bar-Lev,compat-inet_ntop.c,,,defined(_MSC_VER),,,,,,Autor
Alon Bar-Lev,compat-inet_pton.c,4,True,HAVE_CONFIG_H,1,f106f64b1cc228b3b937ed15a1a45bc28edefed9  -  2012-02-29 22:12:17+02:00,4.038370430108653,1.0,Misto,Autor
Alon Bar-Lev,compat-inet_pton.c,,,HAVE_INET_PTON,,,,,,Autor
Alon Bar-Lev,compat-inet_pton.c,,,WIN32,,,,,,Autor
Alon Bar-Lev,compat-inet_pton.c,,,defined(_MSC_VER),,,,,,Autor
Gert Doering,compat-lz4.c,23,True,!(LZ4_FORCE_UNALIGNED_ACCESS) && !(__GNUC__),2,"4308f2374361f56b2049ccc5884cddd58d24b1e3  -  2014-01-01 22:57:59+01:00, 46e4b6639a950c56a08261b6610e7fe17404213d  -  2016-06-09 13:51:29+02:00",4.366345455337537,1.0,Misto,Autor
Gert Doering,compat-lz4.c,,,((LZ4_BIG_ENDIAN) && !(BIG_ENDIAN_NATIVE_BUT_INCOMPATIBLE)),,,,,,Autor
Gert Doering,compat-lz4.c,,,((__x86_64__) || (_M_X64) || (_WIN64) \,,,,,,Autor
Gert Doering,compat-lz4.c,,,(GCC_VERSION >= 302) || (__INTEL_COMPILER >= 800) || (__clang__),,,,,,Autor
Gert Doering,compat-lz4.c,,,(_MSC_VER) && (_WIN32_WCE)            // Visual Studio for Windows CE does not support Hardware bit count,,,,,,Autor
Gert Doering,compat-lz4.c,,,(__ARM_FEATURE_UNALIGNED),,,,,,Autor
Gert Doering,compat-lz4.c,,,(__GLIBC__),,,,,,Autor
Gert Doering,compat-lz4.c,,,(__GNUC__)  && !(LZ4_FORCE_UNALIGNED_ACCESS),,,,,,Autor
Gert Doering,compat-lz4.c,,,(__STDC_VERSION__) && (__STDC_VERSION__ >= 199901L)   // C99,,,,,,Autor
Gert Doering,compat-lz4.c,,,(__STDC_VERSION__) && __STDC_VERSION__ >= 199901L   // C99,,,,,,Autor
Gert Doering,compat-lz4.c,,,(defined(__BIG_ENDIAN__) || defined(__BIG_ENDIAN) || defined(_BIG_ENDIAN)) && !(defined(__LITTLE_ENDIAN__) || defined(__LITTLE_ENDIAN) || defined(_LITTLE_ENDIAN)),,,,,,Autor
Gert Doering,compat-lz4.c,,,HAVE_CONFIG_H,,,,,,Autor
Gert Doering,compat-lz4.c,,,NEED_COMPAT_LZ4,,,,,,Autor
Gert Doering,compat-lz4.c,,,_MSC_VER,,,,,,Autor
Gert Doering,compat-lz4.c,,,_MSC_VER    // Visual Studio,,,,,,Autor
Gert Doering,compat-lz4.c,,,_MSC_VER   // This version is faster with Visual,,,,,,Autor
Gert Doering,compat-lz4.c,,,defined(_MSC_VER),,,,,,Autor
Gert Doering,compat-lz4.c,,,defined(__sparc) || defined(__sparc__) \,,,,,,Autor
Gert Doering,compat-lz4.c,,,(LZ4_GCC_VERSION >= 302) || (__INTEL_COMPILER >= 800) || (__clang__),,,,,,Autor
Gert Doering,compat-lz4.c,,,(_MSC_VER) && (_WIN32_WCE)   /* Visual Studio for Windows CE does not support Hardware bit count */,,,,,,Autor
Gert Doering,compat-lz4.c,,,(__STDC_VERSION__) && (__STDC_VERSION__ >= 199901L)   /* C99 */,,,,,,Autor
Gert Doering,compat-lz4.c,,,LZ4_COMMONDEFS_ONLY,,,,,,Autor
Gert Doering,compat-lz4.c,,,_MSC_VER    /* Visual Studio */,,,,,,Autor
Arne Schwabe,compat-strsep.c,3,True,HAVE_CONFIG_H,2,"0a88ef8c2a6b573f9f21b122bd4818265d39d710  -  2020-02-17 15:43:36+01:00, 9cf7b4925a54d93fbea1cadcf3dc0e11f3ce358f  -  2020-04-16 13:39:30+02:00",4.719,1.0,Misto,Autor
Arne Schwabe,compat-strsep.c,,,HAVE_STRSEP,,,,,,Autor
Arne Schwabe,compat-strsep.c,,,defined(_MSC_VER),,,,,,Autor
David Sommerseth,compat.c,2,True,HAVE_BASENAME,2,"ec302f7061b7ab4dd21bdac77dd115e75b50cbc0  -  2011-12-08 00:40:45+01:00, edf8bbacd18d063e50c6a7f787f7e413d146af87  -  2012-01-11 15:30:28+01:00",4.366345455337537,1.0,Misto,Autor
David Sommerseth,compat.c,,,HAVE_DIRNAME,,,,,,Autor
David Sommerseth,compstub.c,0,True,,4,"81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, 58716979640b5d8850b39820f91da616964398cc  -  2016-12-21 21:00:52+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 499794596deb16965164b611ff61c8609c6cd08e  -  2018-01-31 15:03:14+01:00",3.5039995100805155,0.8915206180203082,Generalista,Colaborador
James Yonan,compstub.c,3,True,(USE_COMP),1,38d96bd7975e626d490b3d9f9514d81e070a5495  -  2012-09-18 08:33:34+02:00,3.930362842153244,1.0,Misto,Autor
James Yonan,compstub.c,,,HAVE_CONFIG_H,,,,,,Autor
James Yonan,compstub.c,,,defined(_MSC_VER),,,,,,Autor
Alon Bar-Lev,console.c,7,True,(WIN32),1,72c7b12cb65cee69ea129cc520b26dcc64977a17  -  2012-02-29 22:12:18+02:00,3.7078625971935018,0.9826058882443771,Misto,Autor
Alon Bar-Lev,console.c,,,ENABLE_SYSTEMD,,,,,,Autor
Alon Bar-Lev,console.c,,,HAVE_CONFIG_H,,,,,,Autor
Alon Bar-Lev,console.c,,,HAVE_GETPASS,,,,,,Autor
Alon Bar-Lev,console.c,,,WIN32,,,,,,Autor
Alon Bar-Lev,console.c,,,defined(HAVE_GETPASS),,,,,,Autor
Alon Bar-Lev,console.c,,,defined(_MSC_VER),,,,,,Autor
David Sommerseth,console.c,5,True,ENABLE_SYSTEMD,7,"55480682b9bfa5894402954f4c740954d8c5c556  -  2014-09-09 18:58:53+02:00, f33ee6bcb12fdc3869b17b7c528a209f16581e2e  -  2014-10-03 19:16:07+02:00, 430ce8bd03b23717ec42a8a34aa66e804ca97287  -  2016-08-26 19:48:52+02:00, 81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, 58716979640b5d8850b39820f91da616964398cc  -  2016-12-21 21:00:52+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 499794596deb16965164b611ff61c8609c6cd08e  -  2018-01-31 15:03:14+01:00",3.7734992651207735,1.0,Misto,Colaborador
David Sommerseth,console.c,,,(WIN32),,,,,,Colaborador
David Sommerseth,console.c,,,HAVE_GETPASS,,,,,,Colaborador
David Sommerseth,console.c,,,WIN32,,,,,,Colaborador
David Sommerseth,console.c,,,defined(HAVE_GETPASS),,,,,,Colaborador
David Sommerseth,console_builtin.c,6,True,(WIN32),5,"430ce8bd03b23717ec42a8a34aa66e804ca97287  -  2016-08-26 19:48:52+02:00, 81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, 58716979640b5d8850b39820f91da616964398cc  -  2016-12-21 21:00:52+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 499794596deb16965164b611ff61c8609c6cd08e  -  2018-01-31 15:03:14+01:00",3.6679995100805156,0.9435370298305541,Misto,Colaborador
David Sommerseth,console_builtin.c,,,HAVE_CONFIG_H,,,,,,Colaborador
David Sommerseth,console_builtin.c,,,HAVE_GETPASS,,,,,,Colaborador
David Sommerseth,console_builtin.c,,,WIN32,,,,,,Colaborador
David Sommerseth,console_builtin.c,,,defined(HAVE_GETPASS),,,,,,Colaborador
David Sommerseth,console_builtin.c,,,defined(_MSC_VER),,,,,,Colaborador
Gert Doering,console_builtin.c,4,False,(WIN32),1,445b192a7c31187c7b5c66c8250a1886b04a2b2c  -  2016-11-13 20:52:28+01:00,3.8874992651207725,1.0,Especialista,Autor
Gert Doering,console_builtin.c,,,(_WIN32),,,,,,Autor
Gert Doering,console_builtin.c,,,WIN32,,,,,,Autor
Gert Doering,console_builtin.c,,,_WIN32,,,,,,Autor
Antonio Quartulli,console_systemd.c,0,True,,1,e2a0cad46e8f98399387c334fec912b7bb7097fc  -  2017-08-11 17:07:40+08:00,3.8874992651207725,1.0,Generalista,Autor
David Sommerseth,console_systemd.c,2,True,ENABLE_SYSTEMD,5,"3280d8c8f3583d03fed923837447ef45c8f83d52  -  2016-08-12 12:57:25+02:00, 8ba3e25897af5c7bd7b4f706961e9528d6988d83  -  2016-08-11 16:33:55+02:00, 81d882d5302b8b647202a6893b57dfdc61fd6df2  -  2016-12-14 22:33:21+01:00, caa54ac398db25b72d7d1d633d2ee330b5b8a3e9  -  2017-03-29 11:36:48+02:00, 02b392a2ca1e94b0d87c8f643ee887f1b34558ed  -  2018-10-08 21:00:17+03:00",3.6679995100805156,0.9435370298305541,Misto,Colaborador
David Sommerseth,console_systemd.c,,,SYSTEMD_NEWER_THAN_216,,,,,,Colaborador
